asset_id,ticker,name,category,subcategory,brand,model,year,size,material,color,hardware,status,share_count,offering_date,offering_price_usd,offering_valuation_usd,acquisition_cost_usd,rally_url,sec_filing_url,source_type,source_url,source_notes,last_quote_observed_at,data_quality_status,data_quality_warnings
sec-rally-andypele,ANDYPELE,1977 Andy Warhol Pelé Polaroid Portrait Photo,art,warhol,,,1977.0,,,Andy Warhol Pele Polaroid Portrait Photo,,trading,52006500.0,2022-09-27,4.0,208026000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000068/rsec1sa2022.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000068/rsec1sa2022.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-warhol1,WARHOL1,1967 Andy Warhol Marilyn Monroe Signed Print Stamp-Numbered 140/250,art,warhol,,,1967.0,,,Andy Warhol Marilyn Monroe Signed Print Stamp-Numbered 140/250,,trading,1360017000.0,2022-06-02,10.0,13600170000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-warhol2,WARHOL2,1969 Oyster Stew Campbell’s Soup II Signed and Stamp-Numbered Andy Warhol Print,art,warhol,,,1969.0,,,Oyster Stew Campbells Soup II Signed and Stamp-Numbered Andy Warhol Print,,trading,6500.0,2022-09-27,10.0,65000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000068/rsec1sa2022.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000068/rsec1sa2022.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-39aa,39AA,1939 First Edition copy of Alcoholics Anonymous by Bill Wilson,books,books,,,1939.0,,,First Edition copy of Alcoholics Anonymous by Bill Wilson,,trading,72009000.0,2022-06-02,5.0,360045000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-59bond,59BOND,1959 First Edition Dedication copy of Goldfinger by Ian Fleming,books,books,,,1959.0,,,First Edition Dedication copy of Goldfinger by Ian Fleming,,trading,10250.0,2025-09-29,8.0,82000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-59jfk,59JFK,1959 Inscribed Presentation Copy of Profiles in Courage by John F. Kennedy,books,books,,,1959.0,,,Inscribed Presentation Copy of Profiles in Courage by John F. Kennedy,,trading,2000.0,2025-09-29,13.0,26000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-61jfk,61JFK,1961 inscribed copy of Inaugural Addresses of the Presidents of the United States,books,books,,,1961.0,,,inscribed copy of Inaugural Addresses of the Presidents of the United States,,trading,2000.0,2025-09-29,11.5,23000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-62bond,62BOND,1962 First Edition Presentation copy of The Spy Who Loved Me by Ian Fleming inscribed to Robert Kennedy,books,books,,,1962.0,,,First Edition Presentation copy of The Spy Who Loved Me by Ian Fleming inscribed,,trading,15500.0,2025-09-29,6.0,93000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-80ali,80ALI,1980 Muhammad Ali Sparring Gloves Worn in Training for Larry Holmes Bout and Inscribed to Sylvester Stallone,books,books,,,1980.0,,,Muhammad Ali Sparring Gloves Worn in Training for Larry Holmes Bout and Inscribe,,trading,10000.0,2025-09-29,7.5,75000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-aghowl,AGHOWL,First Edition Howl and Other Poems,books,books,,,,,,First Edition Howl and Other Poems,,trading,500.0,2025-09-29,38.0,19000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-alice,ALICE,"1866 First Edition, Second Issue copy of Alice’s Adventures in Wonderland by Lewis Carroll",books,books,,,,,,"1866 First Edition, Second Issue copy of Alices Adventures in Wonderland by Lewi",,trading,12000.0,2025-09-29,1.0,12000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-anmlfarm,ANMLFARM,"First Edition, First printing of Animal Farm by George Orwell",books,books,,,,,,"First Edition, First printing of Animal Farm by George Orwell",,trading,1000.0,2025-09-29,10.0,10000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-bond1,BOND1,"1953 First Edition, First Issue Casino Royale",books,books,,,1953.0,,,"First Edition, First Issue Casino Royale",,trading,1000.0,2025-09-29,39.0,39000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-brosgrimm,BROSGRIMM,1837 Third Edition Presentation Copy of Grimms' Fairy Tales by the Brothers Grimm inscribed to contributor and friend Malchen Hassenpflug,books,books,,,,,,1837 Third Edition Presentation Copy of Grimms' Fairy Tales by the Brothers Grim,,trading,5000.0,2025-09-29,27.0,135000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-catcher,CATCHER,"1951 First Edition, First Issue The Catcher in the Rye",books,books,,,1951.0,,,"First Edition, First Issue The Catcher in the Rye",,trading,500.0,2025-09-29,25.0,12500.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-congress,CONGRESS,Thomas Heyward Jr’s First edition of the Continental Congress Journal of the Proceeds of the Congress,books,books,,,,,,Thomas Heyward Jrs First edition of the Continental Congress Journal of the Proc,,trading,5000.0,2025-09-29,24.0,120000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-dune,DUNE,1965 Inscribed First Edition Copy of Frank Herbert’s Dune,books,books,,,1965.0,,,Inscribed First Edition Copy of Frank Herberts Dune,,trading,1000.0,2025-09-29,13.25,13250.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-einstein,EINSTEIN,First Edition of Philosopher-Scientist,books,books,,,,,,First Edition of Philosopher-Scientist,,trading,2000.0,2025-09-29,7.25,14500.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-federal,FEDERAL,"First Edition copy of The Federalist by Alexander Hamilton, James Madison, and John Jay",books,books,,,,,,"First Edition copy of The Federalist by Alexander Hamilton, James Madison, and J",,exited,10000.0,2025-09-29,15.0,150000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-frost,FROST,First Edition A Boy's Will,books,books,,,,,,First Edition A Boy's Will,,trading,200.0,2025-09-29,67.5,13500.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-gatsby,GATSBY,"inscribed First Edition, First Issue copy of The Great Gatsby by F. Scott Fitzgerald",books,books,,,,,,"inscribed First Edition, First Issue copy of The Great Gatsby by F. Scott Fitzge",,trading,4000.0,2025-09-29,50.0,200000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-grapes,GRAPES,1939 Inscribed First Edition Presentation copy of The Grapes of Wrath by John Steinbeck,books,books,,,1939.0,,,Inscribed First Edition Presentation copy of The Grapes of Wrath by John Steinbe,,trading,2000.0,2025-09-29,19.5,39000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-gwtw,GWTW,1936 First Edition Inscribed copy of Gone With the Wind by Margaret Mitchell,books,books,,,1936.0,,,First Edition Inscribed copy of Gone With the Wind by Margaret Mitchell,,trading,5000.0,2025-09-29,5.0,25000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-hgwells,HGWELLS,1895 First Edition The Time Machine: An Invention Inscribed by H.G Wells,books,books,,,,,,1895 First Edition The Time Machine: An Invention Inscribed by H.G Wells,,trading,7500.0,2025-09-29,6.2,46500.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-hobbit,HOBBIT,1937 First Edition copy of The Hobbit by J. R. R. Tolkien,books,books,,,1937.0,,,First Edition copy of The Hobbit by J. R. R. Tolkien,,exited,10000.0,2025-09-29,8.0,80000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-huckfinn,HUCKFINN,"1885 First Edition, Adventures of Huckleberry Finn by Mark Twain",books,books,,,,,,"1885 First Edition, Adventures of Huckleberry Finn by Mark Twain",,trading,2000.0,2025-09-29,11.0,22000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-irobot,IROBOT,"1950 First Edition copy of I, Robot by Isaac Asimov",books,books,,,1950.0,,,"First Edition copy of I, Robot by Isaac Asimov",,trading,1000.0,2025-09-29,8.0,8000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-jekyll,JEKYLL,1886 First Edition copy of Strange Case of Dr Jekyll and Mr Hyde by Robert Stevenson,books,books,,,,,,1886 First Edition copy of Strange Case of Dr Jekyll and Mr Hyde by Robert Steve,,trading,5000.0,2022-09-27,4.0,20000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000068/rsec1sa2022.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000068/rsec1sa2022.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-keller,KELLER,1892 Book Inscribed by Helen Keller to Frances Cleveland,books,books,,,,,,1892 Book Inscribed by Helen Keller to Frances Cleveland,,trading,3000.0,2025-09-29,5.0,15000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-kerouac,KEROUAC,"1957 inscribed First Edition, Presentation Copy of ""On the Road"" by Jack Kerouac",books,books,,,1957.0,,,"inscribed First Edition, Presentation Copy of ""On the Road"" by Jack Kerouac",,trading,4900.0,2025-09-29,20.0,98000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-lotr,LOTR,"1954-1955 First Edition, First Issue The Lord of the Rings Trilogy",books,books,,,1955.0,,,"1954-1955 First Edition, First Issue The Lord of the Rings Trilogy",,trading,1000.0,2025-09-29,29.0,29000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-marx,MARX,1867 First Edition Das Kapital By Karl Marx,books,books,,,,,,1867 First Edition Das Kapital By Karl Marx,,trading,8000.0,2025-09-29,15.0,120000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-mobydick,MOBYDICK,1851 First Edition copy of Moby Dick by Herman Melville,books,books,,,,,,1851 First Edition copy of Moby Dick by Herman Melville,,trading,10000.0,2025-09-29,7.0,70000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-newton,NEWTON,"1687 First Edition, Continental Issue of Philosophiae Naturalis Principia Mathematica by Sir Isaac Newton",books,books,,,,,,"1687 First Edition, Continental Issue of Philosophiae Naturalis Principia Mathem",,trading,30000.0,2025-09-29,10.0,300000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-newworld,NEWWORLD,1932 First Edition copy of Brave New World by Aldous Huxley,books,books,,,1932.0,,,First Edition copy of Brave New World by Aldous Huxley,,trading,2000.0,2025-09-29,7.0,14000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-potter,POTTER,1997 First Edition Harry Potter,books,books,,,1997.0,,,First Edition Harry Potter,,exited,3000.0,2025-09-29,24.0,72000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-rabbit,RABBIT,1901 First Edition copy of The Tale of Peter Rabbit by Beatrix Potter,books,books,,,1901.0,,,First Edition copy of The Tale of Peter Rabbit by Beatrix Potter,,trading,800010000.0,2022-09-27,4.6,3680045999.9999995,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000068/rsec1sa2022.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000068/rsec1sa2022.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-roosevelt,ROOSEVELT,First Edition African Game Trails,books,books,,,,,,First Edition African Game Trails,,trading,1000.0,2025-09-29,19.5,19500.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-tkam,TKAM,1960 Inscribed First Edition copy of To Kill a Mockingbird by Harper Lee,books,books,,,1960.0,,,Inscribed First Edition copy of To Kill a Mockingbird by Harper Lee,,trading,2000.0,2025-09-29,16.0,32000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-treasure,TREASURE,1883 First Edition copy of Treasure Island By Robert Stevenson,books,books,,,,,,1883 First Edition copy of Treasure Island By Robert Stevenson,,trading,36004500.0,2022-06-02,5.0,180022500.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000046/253g2.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-twocities,TWOCITIES,First Edition A Tale of Two Cities,books,books,,,,,,First Edition A Tale of Two Cities,,trading,200.0,2025-09-29,72.5,14500.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-ulysses,ULYSSES,1935 First Edition Ulysses,books,books,,,1935.0,,,First Edition Ulysses,,trading,500.0,2025-09-29,51.0,25500.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-walden,WALDEN,"1854 First Edition Walden; or, Life in the Woods by Henry David Thoreau",books,books,,,,,,"1854 First Edition Walden; or, Life in the Woods by Henry David Thoreau",,trading,2000.0,2025-09-29,10.25,20500.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-wildthing,WILDTHING,1963 First Edition Inscribed copy of Where The Wild Things Are by Maurice Sendak,books,books,,,1963.0,,,First Edition Inscribed copy of Where The Wild Things Are by Maurice Sendak,,trading,2000.0,2025-09-29,9.0,18000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-wzrdofoz,WZRDOFOZ,1900 First Edition of The Wonderful Wizard Of OZ,books,books,,,1900.0,,,First Edition of The Wonderful Wizard Of OZ,,trading,6000.0,2025-09-29,15.0,90000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-yoko,YOKO,First Edition Grapefruit,books,books,,,,,,First Edition Grapefruit,,trading,200.0,2025-09-29,80.0,16000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-00brady,00BRADY,2000 Playoff Contenders #144 Tom Brady Autograph Rookie Card graded BGS MINT 9,cards,cards,,,2000.0,,,Playoff Contenders #144 Tom Brady Autograph Rookie Card graded BGS MINT 9,,trading,3750.0,2025-09-29,12.0,45000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-00brady2,00BRADY2,2000 SP Authentic #118 Tom Brady Rookie Card graded BGS PRISTINE 10,cards,cards,,,2000.0,,,SP Authentic #118 Tom Brady Rookie Card graded BGS PRISTINE 10,,trading,32500.0,2025-09-29,10.0,325000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-01tiger,01TIGER,2001 SP Authentic #45 Tiger Woods Autographed Rookie Card graded BGS GEM MINT 9.5,cards,cards,,,2001.0,,,SP Authentic #45 Tiger Woods Autographed Rookie Card graded BGS GEM MINT 9.5,,trading,1850.0,2025-09-29,10.0,18500.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
sec-rally-01tiger2,01TIGER2,2001 Upper Deck Golf Black Label #1 Tiger Woods Rookie Card graded BGS Pristine 10,cards,cards,,,2001.0,,,Upper Deck Golf Black Label #1 Tiger Woods Rookie Card graded BGS Pristine 10,,trading,2000.0,2025-09-29,8.5,17000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,sec_synthesized,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,Synthesized from cached SEC offering tables; current live trading fields require Rally app/API data.,,limited,missing_quote_snapshot; sec_synthesized_not_live_rally_quote
